sample_id,query_id,gt_branch_count,exist_logit,exist_probability,actual_matched,geometry_reference_matched,endpoint_x_norm,endpoint_y_norm,direction_x,direction_y
0,0,3,-6.212812900543213,0.0019995872862637043,0,0,0.2372821718454361,0.78919517993927,0.28793075680732727,0.9576511979103088
0,1,3,5.28059196472168,0.9949363470077515,1,1,-0.0010351423406973481,0.06223057955503464,-0.016631681472063065,0.9998616576194763
0,2,3,-4.040842056274414,0.017278851941227913,0,0,0.1945570558309555,0.7008020877838135,0.26750320196151733,0.9635569453239441
0,3,3,-6.197474002838135,0.0020304324571043253,0,0,0.22060517966747284,0.7906862497329712,0.26874083280563354,0.9632124900817871
0,4,3,1.5887322425842285,0.8304376602172852,1,1,0.17630884051322937,-0.01952064223587513,0.9939265251159668,-0.11004600673913956
0,5,3,5.178426742553711,0.9943947792053223,1,1,-0.018050378188490868,-0.24611896276474,-0.0731436088681221,-0.9973214268684387
1,0,3,-6.2252068519592285,0.0019750059582293034,0,0,0.24648742377758026,0.7832088470458984,0.30019909143447876,0.9538766145706177
1,1,3,4.44450044631958,0.9883933663368225,1,1,-0.0006684846011921763,0.2204626500606537,-0.003032175824046135,0.9999954104423523
1,2,3,-5.615046977996826,0.003629417857155204,0,0,0.20769008994102478,0.7297928333282471,0.2737192213535309,0.9618095755577087
1,3,3,-6.212855815887451,0.0019995016045868397,0,0,0.22882935404777527,0.7827531099319458,0.2805947959423065,0.9598263502120972
1,4,3,4.66215181350708,0.990642249584198,1,1,0.03845743462443352,0.0787363201379776,0.4388796389102936,0.8985458016395569
1,5,3,5.999910354614258,0.9975271821022034,1,1,-0.023214560002088547,-0.14150284230709076,-0.16189301013946533,-0.9868083000183105
2,0,3,-6.22427225112915,0.0019768490456044674,0,0,0.25242945551872253,0.7887909412384033,0.30479365587234497,0.9524184465408325
2,1,3,5.416840553283691,0.9955784678459167,1,1,0.0005678608431480825,0.06527817994356155,0.008698762394487858,0.9999622106552124
2,2,3,-6.160534858703613,0.0021066763438284397,0,0,0.2863231897354126,0.7918998003005981,0.3400219678878784,0.940417468547821
2,3,3,-6.215019226074219,0.0019951891154050827,0,0,0.24141690135002136,0.7896456718444824,0.2923694849014282,0.9563054442405701
2,4,3,2.57797908782959,0.9294308423995972,1,1,0.12668415904045105,0.015209995210170746,0.9928695559501648,0.11920622736215591
2,5,3,5.564783573150635,0.9961841702461243,1,1,-0.03288286551833153,-0.20970922708511353,-0.15490937232971191,-0.9879286289215088
6,0,3,-6.212460994720459,0.0020002895034849644,0,0,0.2542179524898529,0.7908976078033447,0.3060101270675659,0.9520282745361328
6,1,3,4.8141961097717285,0.991951584815979,1,1,0.10340075194835663,0.006420002784579992,0.9980781078338623,0.061969220638275146
6,2,3,-6.151620388031006,0.0021255002357065678,0,0,0.24557743966579437,0.7915050983428955,0.29633086919784546,0.955085277557373
6,3,3,-6.201845645904541,0.00202159327454865,0,0,0.24356716871261597,0.7906681299209595,0.2944001257419586,0.9556822180747986
6,4,3,5.5741801261901855,0.9962198138237,1,1,0.0074170175939798355,-0.1408689320087433,0.05257907882332802,-0.9986168146133423
6,5,3,4.691921710968018,0.9909142255783081,1,1,0.0033096997067332268,0.17182128131389618,0.019258882850408554,0.999814510345459
13,0,3,-5.834760665893555,0.0029155975207686424,0,0,0.04460611939430237,0.7504827380180359,0.05933186411857605,0.9982383847236633
13,1,3,-2.143077850341797,0.10497983545064926,0,0,0.005404252093285322,0.4302956759929657,0.012558401562273502,0.9999211430549622
13,2,3,5.662045001983643,0.9965366125106812,1,1,-0.13086038827896118,0.006590505596250296,-0.9987342357635498,0.050299130380153656
13,3,3,-4.806480407714844,0.008110272698104382,0,0,-0.12013844400644302,0.6652523279190063,-0.17771610617637634,0.9840818047523499
13,4,3,2.2111451625823975,0.9012458324432373,1,1,0.14965331554412842,0.015583776868879795,0.9946218729019165,0.10357248038053513
13,5,3,4.823476791381836,0.9920253753662109,1,1,-0.003961724694818258,-0.048904817551374435,-0.08074437826871872,-0.9967347979545593
21,0,2,-6.220930576324463,0.0019834530539810658,0,0,0.2744239568710327,0.7893192768096924,0.328390508890152,0.9445419907569885
21,1,2,-4.287876605987549,0.013547989539802074,0,0,-0.052081309258937836,0.3174816966056824,-0.16188135743141174,0.9868102073669434
21,2,2,5.4937567710876465,0.9959045052528381,1,1,0.004339522682130337,0.14998610317707062,0.028920728713274002,0.9995816946029663
21,3,2,-6.223388195037842,0.001978594111278653,0,0,0.2609531581401825,0.7919508814811707,0.31295496225357056,0.9497680068016052
21,4,2,-4.898021221160889,0.007406074088066816,0,0,-0.11669536679983139,0.36921554803848267,-0.30136850476264954,0.9535077810287476
