sample_id,query_id,gt_branch_count,exist_logit,exist_probability,actual_matched,geometry_reference_matched,endpoint_x_norm,endpoint_y_norm,direction_x,direction_y
0,0,3,-0.41585543751716614,0.3975089490413666,1,1,0.002676555188372731,-0.036335673183202744,0.07346287369728088,-0.9972978830337524
0,1,3,-0.4183409512042999,0.3969137966632843,1,1,0.0010808850638568401,-0.034704774618148804,0.031130045652389526,-0.9995153546333313
0,2,3,-0.41127148270606995,0.3986072838306427,0,0,0.00275670038536191,-0.03466659411787987,0.0792701318860054,-0.9968531727790833
0,3,3,-0.42230474948883057,0.3959653377532959,1,1,0.00417296402156353,-0.03234422579407692,0.12795671820640564,-0.9917796850204468
0,4,3,-0.41636475920677185,0.39738693833351135,0,0,0.005817299243062735,-0.03757040947675705,0.1530138999223709,-0.9882239699363708
0,5,3,-0.4210186302661896,0.3962729871273041,0,0,0.004868543241173029,-0.03898737579584122,0.12391247600317001,-0.9922931790351868
1,0,3,-0.4158039689064026,0.3975212574005127,0,0,0.003038337454199791,-0.032261695712804794,0.09376296401023865,-0.9955945014953613
1,1,3,-0.41834843158721924,0.3969120383262634,1,1,0.0014492337359115481,-0.030626330524683,0.04726697504520416,-0.9988822937011719
1,2,3,-0.4111720621585846,0.39863109588623047,0,0,0.0031277136877179146,-0.03058175928890705,0.10174310207366943,-0.9948107004165649
1,3,3,-0.4222431480884552,0.3959800899028778,1,1,0.0045167794451117516,-0.028280843049287796,0.15771284699440002,-0.9874850511550903
1,4,3,-0.4162691831588745,0.3974098265171051,1,1,0.0062029981054365635,-0.03353016823530197,0.18191082775592804,-0.9833149909973145
1,5,3,-0.42091310024261475,0.39629822969436646,0,0,0.0052517615258693695,-0.03495584428310394,0.14857244491577148,-0.9889015555381775
2,0,1,-1.9565856456756592,0.12383703887462616,0,0,0.026397401466965675,-0.31002572178840637,0.0848388671875,-0.996394693851471
2,1,1,-1.9658676385879517,0.12283343821763992,0,0,0.025819050148129463,-0.3088250756263733,0.0833134651184082,-0.996523380279541
2,2,1,-1.9564419984817505,0.12385263293981552,1,1,0.02505427785217762,-0.30913645029067993,0.08078114688396454,-0.9967318773269653
2,3,1,-1.9793213605880737,0.12139120697975159,0,0,0.026630600914359093,-0.31003716588020325,0.08557974547147751,-0.9963313341140747
2,4,1,-1.9717880487442017,0.12219695746898651,0,0,0.028594888746738434,-0.3113042712211609,0.09147004038095474,-0.9958078265190125
2,5,1,-1.981337070465088,0.12117637693881989,0,0,0.027525633573532104,-0.31122836470603943,0.08809804171323776,-0.9961118102073669
3,0,3,-0.4343962073326111,0.39307701587677,0,0,0.0014180159196257591,-0.03318635746836662,0.04268993064761162,-0.9990884065628052
3,1,3,-0.4368607997894287,0.3924892246723175,1,1,-0.00016317516565322876,-0.03153468295931816,-0.005174397490918636,-0.9999866485595703
3,2,3,-0.4297829270362854,0.3941781520843506,0,0,0.001511330483481288,-0.03149094060063362,0.04793737083673477,-0.9988502860069275
3,3,3,-0.44089409708976746,0.39152792096138,1,1,0.002892418997362256,-0.029178764671087265,0.09864407032728195,-0.9951227903366089
3,4,3,-0.4348908066749573,0.39295902848243713,1,1,0.004567110911011696,-0.0344056561589241,0.13158875703811646,-0.9913044571876526
3,5,3,-0.4395769536495209,0.3918417692184448,0,0,0.0036081664729863405,-0.03585208207368851,0.10013453662395477,-0.9949739575386047
4,0,1,-1.8865412473678589,0.13163934648036957,0,0,0.24812908470630646,0.03716803714632988,0.9889662861824036,0.14814038574695587
4,1,1,-1.8983712196350098,0.13029293715953827,0,0,0.24737213551998138,0.038697849959135056,0.9879840612411499,0.1545560508966446
4,2,1,-1.8892794847488403,0.13132664561271667,1,1,0.24689944088459015,0.036935459822416306,0.9889947175979614,0.14795082807540894
4,3,1,-1.9138078689575195,0.12855365872383118,0,0,0.2484619915485382,0.036932338029146194,0.9891322255134583,0.147028386592865
4,4,1,-1.9046212434768677,0.1295863389968872,0,0,0.24995993077754974,0.03609251230955124,0.9897355437278748,0.14291107654571533
4,5,1,-1.9117859601974487,0.128780335187912,0,0,0.2507132291793823,0.03583698719739914,0.9899380207061768,0.14150188863277435
5,0,5,-0.3932459056377411,0.4029361307621002,1,1,0.005181824788451195,-0.031158538535237312,0.16405196487903595,-0.9864516258239746
5,1,5,-0.3957568109035492,0.40233224630355835,1,1,0.0035880724899470806,-0.02952159009873867,0.12065275013446808,-0.9926947951316833
5,2,5,-0.38860130310058594,0.40405404567718506,0,0,0.00528803002089262,-0.029468297958374023,0.1766268014907837,-0.9842779040336609
5,3,5,-0.39959415793418884,0.4014098644256592,1,1,0.006666218861937523,-0.0271355789154768,0.2385699450969696,-0.9711253046989441
5,4,5,-0.39372518658638,0.402820885181427,1,1,0.008285421878099442,-0.0323866531252861,0.24784626066684723,-0.9687992930412292
5,5,5,-0.3984355926513672,0.40168827772140503,1,1,0.007381945848464966,-0.03382435441017151,0.2132246047258377,-0.9770031571388245
6,0,1,-1.7389546632766724,0.14944574236869812,0,0,0.10656744241714478,-0.287079781293869,0.34800806641578674,-0.9374915957450867
6,1,1,-1.7493913173675537,0.14812397956848145,0,0,0.1059843972325325,-0.28601011633872986,0.3474721312522888,-0.9376903176307678
6,2,1,-1.7384438514709473,0.1495106965303421,1,1,0.10487744957208633,-0.28640180826187134,0.3438599705696106,-0.9390209317207336
6,3,1,-1.7630430459976196,0.14640963077545166,0,0,0.10663106292486191,-0.28729382157325745,0.3479626476764679,-0.9375084042549133
6,4,1,-1.7554048299789429,0.14736677706241608,0,0,0.10861930251121521,-0.28863415122032166,0.3522077202796936,-0.935921847820282
6,5,1,-1.764769196510315,0.14619404077529907,0,0,0.10790199786424637,-0.2887628376483917,0.35003089904785156,-0.9367381930351257
7,0,2,-0.5349437594413757,0.36936458945274353,0,0,0.024854307994246483,-0.13452982902526855,0.18167494237422943,-0.9833586812019348
7,1,2,-0.5390622615814209,0.3684057593345642,1,1,0.022846320644021034,-0.133392795920372,0.16881294548511505,-0.9856480360031128
7,2,2,-0.5312713980674744,0.3702203929424286,0,0,0.024106204509735107,-0.13342562317848206,0.1777930110692978,-0.9840679168701172
7,3,2,-0.5455555319786072,0.3668961524963379,0,0,0.025475390255451202,-0.1313602477312088,0.190388023853302,-0.9817089438438416
7,4,2,-0.539310097694397,0.368348091840744,1,1,0.027907051146030426,-0.13619226217269897,0.20073828101158142,-0.9796448945999146
7,5,2,-0.5456327199935913,0.3668782413005829,0,0,0.027755863964557648,-0.13707298040390015,0.1984618753194809,-0.9801085591316223
8,0,1,-1.8764909505844116,0.13279245793819427,0,0,0.24619822204113007,0.05252467468380928,0.9779909253120422,0.20864754915237427
8,1,1,-1.8885235786437988,0.13141290843486786,0,0,0.2455243468284607,0.054027412086725235,0.9766344428062439,0.21490752696990967
8,2,1,-1.8798158168792725,0.13241003453731537,1,1,0.2451154738664627,0.052273739129304886,0.9780071377754211,0.2085714489221573
8,3,1,-1.9037317037582397,0.12968669831752777,0,0,0.24661606550216675,0.0523470863699913,0.978206217288971,0.20763547718524933
8,4,1,-1.8947511911392212,0.13070368766784668,0,0,0.24809961020946503,0.05152899771928787,0.9791051745414734,0.20335504412651062
8,5,1,-1.9018152952194214,0.1299031525850296,0,0,0.24888159334659576,0.051288001239299774,0.979420006275177,0.20183290541172028
9,0,3,-0.3911398947238922,0.403442919254303,1,1,0.0022498294711112976,-0.034063853323459625,0.06590382754802704,-0.9978260397911072
9,1,3,-0.39363032579421997,0.4028436839580536,1,1,0.0006533189443871379,-0.03240887448191643,0.020154550671577454,-0.9997969269752502
9,2,3,-0.38657164573669434,0.4045428931713104,0,0,0.002359177218750119,-0.03237246721982956,0.07268328964710236,-0.9973551034927368
9,3,3,-0.39759063720703125,0.4018913805484772,0,0,0.003758867271244526,-0.03003506176173687,0.12418060749769211,-0.9922596216201782
9,4,3,-0.3916480243206024,0.40332064032554626,1,1,0.005363934673368931,-0.035275764763355255,0.15032923221588135,-0.9886359572410583
9,5,3,-0.39637574553489685,0.4021834135055542,0,0,0.004460714757442474,-0.03672783076763153,0.12056727707386017,-0.9927051067352295
10,0,1,-1.9548877477645874,0.12402136623859406,1,1,0.029265182092785835,-0.042971450835466385,0.5628963708877563,-0.8265274167060852
10,1,1,-1.9642150402069092,0.12301160395145416,0,0,0.027882177382707596,-0.0402795672416687,0.569159209728241,-0.8222272992134094
10,2,1,-1.9541512727737427,0.12410140782594681,0,0,0.029023094102740288,-0.04136268422007561,0.5743812918663025,-0.8185878396034241
10,3,1,-1.9715914726257324,0.1222180500626564,0,0,0.03090137057006359,-0.03929579630494118,0.6181443333625793,-0.786064624786377
10,4,1,-1.9627891778945923,0.12316551059484482,0,0,0.0330403596162796,-0.0437038354575634,0.6030617356300354,-0.7976944446563721
10,5,1,-1.9668090343475342,0.12273205071687698,0,0,0.032942771911621094,-0.04553420469164848,0.5861563682556152,-0.8101978898048401
11,0,1,-1.7629255056381226,0.1464243084192276,0,0,-0.2599286139011383,0.01087850984185934,-0.9991253614425659,0.04181530699133873
11,1,1,-1.7690224647521973,0.14566394686698914,0,0,-0.2601343095302582,0.01293100230395794,-0.9987667202949524,0.04964764043688774
11,2,1,-1.766908049583435,0.14592726528644562,0,0,-0.259899377822876,0.012566959485411644,-0.9988330006599426,0.048296745866537094
11,3,1,-1.7733651399612427,0.14512433111667633,0,0,-0.26008573174476624,0.01248231902718544,-0.9988502860069275,0.047937918454408646
11,4,1,-1.770037293434143,0.14553767442703247,1,1,-0.25762301683425903,0.01219454500824213,-0.9988815784454346,0.0472819022834301
11,5,1,-1.7742544412612915,0.14501403272151947,0,0,-0.258773535490036,0.011381156742572784,-0.9990342259407043,0.04393867030739784
12,0,3,-0.7562453150749207,0.31946200132369995,1,1,-0.05843060463666916,0.007932144217193127,-0.9909109473228455,0.13451938331127167
12,1,3,-0.7579813003540039,0.31908470392227173,0,0,-0.06051873415708542,0.01000281237065792,-0.9866141676902771,0.16307209432125092
12,2,3,-0.7520751357078552,0.32036930322647095,0,0,-0.05886165052652359,0.009568067267537117,-0.987044632434845,0.16044588387012482
12,3,3,-0.7604274153709412,0.31855347752571106,1,1,-0.057956479489803314,0.01199817843735218,-0.9792363047599792,0.2027219831943512
12,4,3,-0.757815957069397,0.3191206455230713,0,0,-0.05551990494132042,0.007820320315659046,-0.9902250170707703,0.13947927951812744
12,5,3,-0.7586318850517273,0.3189433813095093,1,1,-0.05621880665421486,0.006151291076093912,-0.9940671920776367,0.10876781493425369
13,0,3,-0.37702497839927673,0.4068446159362793,1,1,0.005204444285482168,-0.03687560185790062,0.1397501826286316,-0.9901867508888245
