sample_id,query_id,gt_branch_count,exist_logit,exist_probability,actual_matched,geometry_reference_matched,endpoint_x_norm,endpoint_y_norm,direction_x,direction_y
0,0,3,1.4329134225845337,0.8073548078536987,1,1,-0.12803786993026733,-0.0933782160282135,-0.8079556822776794,-0.5892432928085327
0,1,3,1.4305728673934937,0.8069905638694763,0,0,-0.12780022621154785,-0.093324214220047,-0.8075965642929077,-0.5897353887557983
0,2,3,1.4301408529281616,0.8069232702255249,1,1,-0.12609313428401947,-0.09674876183271408,-0.7933712601661682,-0.6087380647659302
0,3,3,1.4287763833999634,0.8067105412483215,0,0,-0.12638911604881287,-0.09612739831209183,-0.7959447503089905,-0.6053693294525146
0,4,3,1.4345077276229858,0.8076027035713196,0,0,-0.12462048977613449,-0.09310384839773178,-0.8011141419410706,-0.5985115766525269
0,5,3,1.433179259300232,0.8073961734771729,1,1,-0.12903031706809998,-0.09278969466686249,-0.8118687868118286,-0.5838399529457092
1,0,3,1.4367505311965942,0.8079509139060974,0,0,-0.12473750859498978,-0.08562329411506653,-0.8244543671607971,-0.5659283995628357
1,1,3,1.4343560934066772,0.8075791597366333,0,0,-0.12445175647735596,-0.08553812652826309,-0.8241113424301147,-0.5664278268814087
1,2,3,1.4340685606002808,0.8075344562530518,1,1,-0.12272297590970993,-0.08897112309932709,-0.8096199035644531,-0.5869544148445129
1,3,3,1.4327725172042847,0.8073329329490662,1,1,-0.12306617945432663,-0.08836536854505539,-0.8122919797897339,-0.5832510590553284
1,4,3,1.4382134675979614,0.8081778287887573,0,0,-0.12125103920698166,-0.08533094078302383,-0.8177869319915771,-0.5755211114883423
1,5,3,1.436754822731018,0.8079516291618347,1,1,-0.125740647315979,-0.0850241556763649,-0.828392505645752,-0.5601480007171631
2,0,1,-0.03704652190208435,0.49073946475982666,0,0,-0.04981299862265587,-0.2839220464229584,-0.17280659079551697,-0.9849557876586914
2,1,1,-0.05494371056556702,0.4862675368785858,0,0,-0.051468294113874435,-0.2832548916339874,-0.1787758320569992,-0.9838897585868835
2,2,1,-0.052033886313438416,0.4869944453239441,0,0,-0.05092187598347664,-0.2855076789855957,-0.17558467388153076,-0.9844643473625183
2,3,1,-0.057390570640563965,0.4856562912464142,0,0,-0.051814205944538116,-0.28337109088897705,-0.1798671931028366,-0.9836908578872681
2,4,1,-0.03877273201942444,0.4903080463409424,1,1,-0.048574481159448624,-0.28239431977272034,-0.16951988637447357,-0.9855268001556396
2,5,1,-0.04413516819477081,0.48896801471710205,0,0,-0.05042950436472893,-0.283209890127182,-0.1753065586090088,-0.9845139384269714
3,0,3,1.4112592935562134,0.8039644956588745,0,0,-0.1294769048690796,-0.08705609291791916,-0.829860270023346,-0.5579712986946106
3,1,3,1.4089306592941284,0.8035972118377686,0,0,-0.1292468160390854,-0.08698359876871109,-0.8296158313751221,-0.5583345890045166
3,2,3,1.4085094928741455,0.803530752658844,1,1,-0.12752053141593933,-0.09039798378944397,-0.8158103823661804,-0.5783195495605469
3,3,3,1.407096266746521,0.8033075332641602,1,1,-0.12781229615211487,-0.08979582786560059,-0.8182465434074402,-0.5748674273490906
3,4,3,1.412634253501892,0.8041811585426331,0,0,-0.12604887783527374,-0.08678852766752243,-0.8236453533172607,-0.5671051740646362
3,5,3,1.4113259315490723,0.803974986076355,1,1,-0.13045988976955414,-0.08645792305469513,-0.8335669040679932,-0.5524185299873352
4,0,1,-0.3234759569168091,0.419828861951828,0,0,0.27309930324554443,0.00438750721514225,0.9998708963394165,0.016063537448644638
4,1,1,-0.334875226020813,0.4170548617839813,1,1,0.2730252742767334,0.0031204717233777046,0.999934732913971,0.011428494937717915
4,2,1,-0.3261067271232605,0.4191882312297821,0,0,0.2753194570541382,0.0011791599681600928,0.9999908208847046,0.004282839596271515
4,3,1,-0.3348148465156555,0.41706952452659607,0,0,0.27463388442993164,0.0022377371788024902,0.9999668002128601,0.008147803135216236
4,4,1,-0.3218415379524231,0.4202270209789276,0,0,0.27551960945129395,0.0027245681267231703,0.9999511241912842,0.009888351894915104
4,5,1,-0.3246294856071472,0.4195479154586792,0,0,0.2735717296600342,0.0031047307420521975,0.9999356269836426,0.01134814228862524
5,0,5,1.4783480167388916,0.8143228888511658,1,1,-0.12240029126405716,-0.07636348903179169,-0.8484238386154175,-0.5293174386024475
5,1,5,1.4760119915008545,0.8139694333076477,0,0,-0.1221175268292427,-0.07622632384300232,-0.8483014106750488,-0.5295136570930481
5,2,5,1.475771188735962,0.8139329552650452,1,1,-0.12034103274345398,-0.07961455732584,-0.8340051770210266,-0.5517565608024597
5,3,5,1.4744426012039185,0.8137317299842834,1,1,-0.12071596086025238,-0.07905472815036774,-0.8365724682807922,-0.5478563904762268
5,4,5,1.4800471067428589,0.8145797252655029,1,1,-0.1189226359128952,-0.07601247727870941,-0.8425865173339844,-0.5385609865188599
5,5,5,1.4785246849060059,0.8143495917320251,1,1,-0.12344657629728317,-0.07573350518941879,-0.8523775339126587,-0.522926926612854
6,0,1,0.1138114184141159,0.5284221768379211,0,0,0.06611337512731552,-0.2806469202041626,0.22929830849170685,-0.9733562469482422
6,1,1,0.095180943608284,0.5237773060798645,0,0,0.06453890353441238,-0.2803767919540405,0.22432014346122742,-0.9745154976844788
6,2,1,0.09766361117362976,0.524396538734436,0,0,0.06467144936323166,-0.2826744318008423,0.22302193939685822,-0.9748134613037109
6,3,1,0.09163923561573029,0.5228937864303589,0,0,0.06453872472047806,-0.2808067798614502,0.22399331629276276,-0.9745907187461853
6,4,1,0.10994313657283783,0.527458131313324,0,0,0.06778125464916229,-0.2795039713382721,0.2356746345758438,-0.9718320369720459
6,5,1,0.10657049715518951,0.5266174077987671,1,1,0.06518977880477905,-0.279910147190094,0.2268250733613968,-0.9739354848861694
7,0,2,1.5705068111419678,0.8278558850288391,0,0,-0.15888924896717072,-0.1340276002883911,-0.7643749713897705,-0.6447719931602478
7,1,2,1.5688118934631348,0.8276141881942749,0,0,-0.15909603238105774,-0.1348307877779007,-0.7628869414329529,-0.6465318202972412
7,2,2,1.5649040937423706,0.8270558714866638,0,0,-0.15700854361057281,-0.13743093609809875,-0.7524616122245789,-0.6586361527442932
7,3,2,1.5629218816757202,0.8267722129821777,0,0,-0.15755942463874817,-0.13660374283790588,-0.7555651068687439,-0.6550735831260681
7,4,2,1.5748608112335205,0.8284754753112793,1,1,-0.15472523868083954,-0.1339101344347,-0.7561365365982056,-0.6544138789176941
